1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736432082,Prepare implements,Operator and Patient Preparation,10/17/2018 0:00:38,10/17/2018 0:01:08,38,68
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736458816,Position patient,Locate Structures,10/17/2018 0:01:05,10/17/2018 0:01:08,65,68
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736533071,Hand washing,Operator and Patient Preparation,10/17/2018 0:01:44,10/17/2018 0:02:11,104,131
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736564029,Prepare implements,Operator and Patient Preparation,10/17/2018 0:02:15,10/17/2018 0:02:20,135,140
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736570275,Get in sterile clothes,Operator and Patient Preparation,10/17/2018 0:02:21,10/17/2018 0:04:33,141,273
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736661814,Clean puncture area,Operator and Patient Preparation,10/17/2018 0:04:44,10/17/2018 0:05:25,284,325
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736695753,Prepare implements,Operator and Patient Preparation,10/17/2018 0:05:30,10/17/2018 0:06:51,330,411
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736751431,Drap puncture area,Operator and Patient Preparation,10/17/2018 0:06:53,10/17/2018 0:07:22,413,442
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736776086,Prepare implements,Operator and Patient Preparation,10/17/2018 0:07:30,10/17/2018 0:09:04,450,544
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736843392,Anesthetize,Venous puncture,10/17/2018 0:09:11,10/17/2018 0:09:23,551,563
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736871531,Cover probe,Ultrasound Preparation,10/17/2018 0:09:54,10/17/2018 0:11:52,594,712
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736895699,Gel in probe,Ultrasound Preparation,10/17/2018 0:10:30,10/17/2018 0:10:34,630,634
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539736968556,Put sterile gel,Ultrasound Preparation,10/17/2018 0:12:19,10/17/2018 0:12:25,739,745
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737008292,Anatomic identification,Locate Structures,10/17/2018 0:13:19,10/17/2018 0:13:34,799,814
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737080909,Ultrasound configuration,Ultrasound Preparation,10/17/2018 0:15:07,10/17/2018 0:16:00,907,960
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737113710,Compression identification,Locate Structures,10/17/2018 0:15:57,10/17/2018 0:15:57,957,957
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737131112,Put sterile gel,Ultrasound Preparation,10/17/2018 0:16:23,10/17/2018 0:16:26,983,986
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737190763,Prepare implements,Operator and Patient Preparation,10/17/2018 0:17:52,10/17/2018 0:17:59,1072,1079
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737216580,Puncture,Venous puncture,10/17/2018 0:18:31,10/17/2018 0:21:01,1111,1261
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737317194,Blood return,Venous puncture,10/17/2018 0:21:02,10/17/2018 0:21:05,1262,1265
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737321684,Drop probe,Install Guidewire,10/17/2018 0:21:09,10/17/2018 0:21:09,1269,1269
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737325380,Remove syringe,Install Guidewire,10/17/2018 0:21:14,10/17/2018 0:21:14,1274,1274
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737329104,Guidewire install,Install Guidewire,10/17/2018 0:21:20,10/17/2018 0:21:41,1280,1301
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737344617,Blood return,Venous puncture,10/17/2018 0:21:43,10/17/2018 0:21:52,1303,1312
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737351948,Puncture,Venous puncture,10/17/2018 0:21:54,10/17/2018 0:22:34,1314,1354
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737379493,Blood return,Venous puncture,10/17/2018 0:22:36,10/17/2018 0:22:36,1356,1356
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737381519,Drop probe,Install Guidewire,10/17/2018 0:22:39,10/17/2018 0:22:39,1359,1359
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737383887,Remove syringe,Install Guidewire,10/17/2018 0:22:42,10/17/2018 0:22:42,1362,1362
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737385327,Guidewire install,Install Guidewire,10/17/2018 0:22:44,10/17/2018 0:23:21,1364,1401
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737412527,Check wire in short axis,Install Guidewire,10/17/2018 0:23:25,10/17/2018 0:23:25,1405,1405
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737415410,Check wire in long axis,Install Guidewire,10/17/2018 0:23:29,10/17/2018 0:24:09,1409,1449
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737484328,Remove trocar,Install Guidewire,10/17/2018 0:24:19,10/17/2018 0:24:24,1459,1464
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737492316,Widen pathway,Install Catheter,10/17/2018 0:24:31,10/17/2018 0:24:52,1471,1492
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737508791,Advance catheter,Install Catheter,10/17/2018 0:24:56,10/17/2018 0:26:03,1496,1563
1539737717686-video_3.3_CVC,R_33_1L,Pre,1539737584653,Remove guidewire,Install Catheter,10/17/2018 0:26:50,10/17/2018 0:27:07,1610,1627
