1539302414925,1539303857517,0
1539302414925,1547683734202,3
1539302414925,1547722738650,0
1539302414925,1547693943698,0
1539302414925,1547915248799,0
1539302414925,1547698148253,4
1539302414925,1547986862398,0
1539302414925,1539314415211,10
1539302414925,1547997805806,0
1539302414925,1548033283992,0
1539302414925,1548034300723,0
1539302414925,1548037113729,5
1539302414925,1539316889981,6
1539302414925,1539734942389,1
1539302414925,1539737717686,3
1539302414925,1539739275781,8
1539302414925,1539740347920,0
1539302414925,1539831132678,0
1539302414925,1539832275246,6
1539303857517,1539302414925,0
1539303857517,1547683734202,3
1539303857517,1547722738650,0
1539303857517,1547693943698,0
1539303857517,1547915248799,0
1539303857517,1547698148253,4
1539303857517,1547986862398,0
1539303857517,1539314415211,10
1539303857517,1547997805806,0
1539303857517,1548033283992,0
1539303857517,1548034300723,0
1539303857517,1548037113729,5
1539303857517,1539316889981,6
1539303857517,1539734942389,1
1539303857517,1539737717686,3
1539303857517,1539739275781,8
1539303857517,1539740347920,0
1539303857517,1539831132678,0
1539303857517,1539832275246,6
1547683734202,1539302414925,3
1547683734202,1539303857517,3
1547683734202,1547722738650,3
1547683734202,1547693943698,3
1547683734202,1547915248799,3
1547683734202,1547698148253,7
1547683734202,1547986862398,3
1547683734202,1539314415211,11
1547683734202,1547997805806,3
1547683734202,1548033283992,3
1547683734202,1548034300723,3
1547683734202,1548037113729,8
1547683734202,1539316889981,9
1547683734202,1539734942389,4
1547683734202,1539737717686,6
1547683734202,1539739275781,7
1547683734202,1539740347920,3
1547683734202,1539831132678,3
1547683734202,1539832275246,9
1547722738650,1539302414925,0
1547722738650,1539303857517,0
1547722738650,1547683734202,3
1547722738650,1547693943698,0
1547722738650,1547915248799,0
1547722738650,1547698148253,4
1547722738650,1547986862398,0
1547722738650,1539314415211,10
1547722738650,1547997805806,0
1547722738650,1548033283992,0
1547722738650,1548034300723,0
1547722738650,1548037113729,5
1547722738650,1539316889981,6
1547722738650,1539734942389,1
1547722738650,1539737717686,3
1547722738650,1539739275781,8
1547722738650,1539740347920,0
1547722738650,1539831132678,0
1547722738650,1539832275246,6
1547693943698,1539302414925,0
1547693943698,1539303857517,0
1547693943698,1547683734202,3
1547693943698,1547722738650,0
1547693943698,1547915248799,0
1547693943698,1547698148253,4
1547693943698,1547986862398,0
1547693943698,1539314415211,10
1547693943698,1547997805806,0
1547693943698,1548033283992,0
1547693943698,1548034300723,0
1547693943698,1548037113729,5
1547693943698,1539316889981,6
1547693943698,1539734942389,1
1547693943698,1539737717686,3
1547693943698,1539739275781,8
1547693943698,1539740347920,0
